AP,Portada,Categoría,Región,Periodo,Mes,Año,Acceso,ext,nacmay,rprov,rloc,est,jp,men,total,nactotal
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2018m10,10,2018,COBRA,7543,7053,171,0,344,3778,767,19656,12113
Ciervo de los Pantanos,Única,PN,CENTRO,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Leoncito,Única,PN,CENTRO,2018m11,11,2018,NO COBRA,286,672,511,255,0,0,0,1724,1438
El Palmar,Única,PN,CENTRO,2018m11,11,2018,COBRA,216,3894,1814,320,7585,4215,641,18685,18469
Iberá,Cambyretá,PN,CENTRO,2018m11,11,2018,NO COBRA,145,168,46,120,163,18,54,714,569
Iberá,San Nicolás,PN,CENTRO,2018m11,11,2018,NO COBRA,93,74,25,65,140,0,11,408,315
Mburucuyá,Única,PN,CENTRO,2018m11,11,2018,NO COBRA,16,101,103,70,64,16,191,561,545
Pre Delta,Única,PN,CENTRO,2018m11,11,2018,NO COBRA,56,1907,2581,2829,485,43,2466,10367,10311
Quebrada del Condorito,Única,PN,CENTRO,2018m11,11,2018,NO COBRA,323,408,1024,285,0,0,0,2040,1717
San Guillermo,Única,PN,CENTRO,2018m11,11,2018,NO COBRA,0,2,0,0,0,0,0,2,2
Sierra de las Quijadas,Única,PN,CENTRO,2018m11,11,2018,COBRA,95,1249,30,2,203,313,80,1972,1877
Talampaya,Única,PN,CENTRO,2018m11,11,2018,COBRA,963,2630,108,0,153,2402,128,6384,5421
Chaco,Única,PN,NEA,2018m11,11,2018,NO COBRA,40,198,231,112,218,0,92,891,851
Colonia Benítez,Única,RNEd,NEA,2018m11,11,2018,NO COBRA,0,3,16,0,84,0,7,110,110
El Impenetrable,Única,PN,NEA,2018m11,11,2018,NO COBRA,1,32,12,3,1,2,1,52,51
Formosa,Única,RNat,NEA,2018m11,11,2018,NO COBRA,2,4,0,4,0,0,0,10,8
Iguazú,Única,PN,NEA,2018m11,11,2018,COBRA,85141,49372,4722,2570,3771,9769,10050,165395,80254
Río Pilcomayo,Estero Poi,PN,NEA,2018m11,11,2018,NO COBRA,1,9,4,2,0,0,2,18,17
Río Pilcomayo,Laguna Blanca,PN,NEA,2018m11,11,2018,NO COBRA,8,44,236,322,0,0,202,812,804
Aconquija,Única,PN,NOA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Baritú,Única,PN,NOA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Calilegua,Única,PN,NOA,2018m11,11,2018,NO COBRA,205,382,211,256,1261,0,73,2388,2183
Copo,Guayacán,PN,NOA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2018m11,11,2018,NO COBRA,4,11,21,20,0,0,2,58,54
Laguna de los Pozuelos,Única,MN,NOA,2018m11,11,2018,NO COBRA,53,54,24,4,1,0,2,138,85
Los Cardones,Recta del Tín Tín,PN,NOA,2018m11,11,2018,NO COBRA,1242,8217,378,220,226,3446,91,13820,12578
Los Cardones,Valle Encantado,PN,NOA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2018m11,11,2018,NO COBRA,25,0,0,0,0,0,0,25,0
Pizarro,Única,RNac,NOA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2018m11,11,2018,NO COBRA,182,15,110,53,93,17,51,521,339
Lago Puelo,Única,PN,PATAGONIA,2018m11,11,2018,COBRA,454,4085,909,9478,195,3778,1826,20725,20271
Laguna Blanca,Única,PN,PATAGONIA,2018m11,11,2018,NO COBRA,18,66,68,61,339,0,14,566,548
Lanín,Hua Hum,PN,PATAGONIA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2018m11,11,2018,COBRA,319,1946,323,0,350,2284,0,5222,4903
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2018m11,11,2018,COBRA,255,1507,672,0,480,476,56,3446,3191
Lanín,Quila Quina,PN,PATAGONIA,2018m11,11,2018,COBRA,149,1790,303,0,42,693,43,3020,2871
Lanín,Ruka Choroy,PN,PATAGONIA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2018m11,11,2018,NO COBRA,18,178,215,70,58,17,592,1148,1130
Los Alerces,Portada Centro,PN,PATAGONIA,2018m11,11,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2018m11,11,2018,COBRA,1119,1902,72,75,0,78,262,3508,2389
Los Alerces,Portada Sur,PN,PATAGONIA,2018m11,11,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2018m11,11,2018,NO COBRA,845,894,52,13,478,379,96,2757,1912
Los Glaciares,El Chaltén,PN,PATAGONIA,2018m11,11,2018,NO COBRA,16053,5592,0,0,0,0,0,21645,5592
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2018m11,11,2018,COBRA,13546,3467,9,3143,160,0,252,20577,7031
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2018m11,11,2018,COBRA,3472,124,0,200,0,0,1083,4879,1407
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2018m11,11,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2018m11,11,2018,COBRA,70313,9708,2418,1529,720,9779,964,95431,25118
Monte León,Única,PN,PATAGONIA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2018m11,11,2018,COBRA,3564,2975,128,1446,399,0,32,8544,4980
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2018m11,11,2018,COBRA,6922,5760,365,7817,724,0,376,21964,15042
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2018m11,11,2018,COBRA,641,1842,778,1001,527,0,121,4910,4269
Nahuel Huapi,Río Limay,PN,PATAGONIA,2018m11,11,2018,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2018m11,11,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2018m11,11,2018,NO COBRA,74,32,9,15,45,0,0,175,101
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2018m11,11,2018,COBRA,19297,3742,5140,0,460,3768,5285,37692,18395
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2018m11,11,2018,COBRA,7874,3492,256,0,168,2634,842,15266,7392
Ciervo de los Pantanos,Única,PN,CENTRO,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Leoncito,Única,PN,CENTRO,2018m12,12,2018,NO COBRA,207,527,636,144,0,0,0,1514,1307
El Palmar,Única,PN,CENTRO,2018m12,12,2018,COBRA,82,3041,1114,769,1081,891,1272,8250,8168
Iberá,Cambyretá,PN,CENTRO,2018m12,12,2018,NO COBRA,85,134,44,231,0,0,56,550,465
Iberá,San Nicolás,PN,CENTRO,2018m12,12,2018,NO COBRA,49,76,60,84,16,0,15,300,251
Mburucuyá,Única,PN,CENTRO,2018m12,12,2018,NO COBRA,11,63,81,132,0,1,218,506,495
Pre Delta,Única,PN,CENTRO,2018m12,12,2018,NO COBRA,28,1259,1888,2796,1,47,995,7014,6986
Quebrada del Condorito,Única,PN,CENTRO,2018m12,12,2018,NO COBRA,212,639,486,125,0,0,0,1462,1250
San Guillermo,Única,PN,CENTRO,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2018m12,12,2018,COBRA,122,673,28,0,3,33,76,935,813
Talampaya,Única,PN,CENTRO,2018m12,12,2018,COBRA,702,861,55,0,171,692,149,2630,1928
Chaco,Única,PN,NEA,2018m12,12,2018,NO COBRA,2,53,189,122,41,0,150,557,555
Colonia Benítez,Única,RNEd,NEA,2018m12,12,2018,NO COBRA,0,44,10,9,64,0,0,127,127
El Impenetrable,Única,PN,NEA,2018m12,12,2018,NO COBRA,0,54,0,2,1,0,0,57,57
Formosa,Única,RNat,NEA,2018m12,12,2018,NO COBRA,0,1,0,12,2,0,2,17,17
Iguazú,Única,PN,NEA,2018m12,12,2018,COBRA,106287,48488,4941,3877,1261,7102,11688,183644,77357
Río Pilcomayo,Estero Poi,PN,NEA,2018m12,12,2018,NO COBRA,3,14,31,30,44,0,19,141,138
Río Pilcomayo,Laguna Blanca,PN,NEA,2018m12,12,2018,NO COBRA,10,79,284,2381,0,0,499,3253,3243
Aconquija,Única,PN,NOA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Baritú,Única,PN,NOA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Calilegua,Única,PN,NOA,2018m12,12,2018,NO COBRA,141,255,179,479,166,0,337,1557,1416
Copo,Guayacán,PN,NOA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2018m12,12,2018,NO COBRA,3,1,2,0,0,0,2,8,5
Laguna de los Pozuelos,Única,MN,NOA,2018m12,12,2018,NO COBRA,53,30,25,19,1,0,50,178,125
Los Cardones,Recta del Tín Tín,PN,NOA,2018m12,12,2018,NO COBRA,568,6072,531,351,0,4163,121,11806,11238
Los Cardones,Valle Encantado,PN,NOA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2018m12,12,2018,NO COBRA,84,0,26,24,0,0,0,134,50
Pizarro,Única,RNac,NOA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2018m12,12,2018,NO COBRA,200,226,24,20,3,3,66,542,342
Lago Puelo,Única,PN,PATAGONIA,2018m12,12,2018,COBRA,709,6635,1707,30666,670,1173,1238,42798,42089
Laguna Blanca,Única,PN,PATAGONIA,2018m12,12,2018,NO COBRA,23,86,44,13,41,0,36,243,220
Lanín,Hua Hum,PN,PATAGONIA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2018m12,12,2018,COBRA,636,1643,537,0,470,1112,93,4491,3855
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2018m12,12,2018,COBRA,220,1159,358,0,130,524,91,2482,2262
Lanín,Quila Quina,PN,PATAGONIA,2018m12,12,2018,COBRA,88,1650,649,0,234,568,128,3317,3229
Lanín,Ruka Choroy,PN,PATAGONIA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2018m12,12,2018,NO COBRA,85,186,96,35,29,15,88,534,449
Los Alerces,Portada Centro,PN,PATAGONIA,2018m12,12,2018,COBRA,471,2364,1999,13144,202,411,2814,21405,20934
Los Alerces,Portada Norte,PN,PATAGONIA,2018m12,12,2018,COBRA,1185,2531,75,41,573,357,137,4899,3714
Los Alerces,Portada Sur,PN,PATAGONIA,2018m12,12,2018,COBRA,15,110,90,563,1,42,142,963,948
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,El Chaltén,PN,PATAGONIA,2018m12,12,2018,NO COBRA,18129,5900,0,0,0,0,0,24029,5900
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2018m12,12,2018,COBRA,12088,2706,86,1668,334,0,724,17606,5518
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2018m12,12,2018,COBRA,2045,19,0,157,0,0,0,2221,176
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2018m12,12,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2018m12,12,2018,COBRA,44588,10215,3115,2489,2148,7114,2979,72648,28060
Monte León,Única,PN,PATAGONIA,2018m12,12,2018,NO COBRA,216,219,91,120,0,142,0,788,572
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2018m12,12,2018,COBRA,2125,4723,324,825,818,0,25,8840,6715
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2018m12,12,2018,COBRA,9238,9298,1624,5650,5505,0,1043,32358,23120
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2018m12,12,2018,COBRA,1002,4787,1068,2310,882,0,562,10611,9609
Nahuel Huapi,Río Limay,PN,PATAGONIA,2018m12,12,2018,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2018m12,12,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2018m12,12,2018,NO COBRA,51,79,8,12,0,0,33,183,132
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2018m12,12,2018,COBRA,29843,4030,6517,0,787,3031,3936,48144,18301
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2018m12,12,2018,COBRA,13977,3782,429,0,123,2411,1200,21922,7945
Ciervo de los Pantanos,Única,PN,CENTRO,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Leoncito,Única,PN,CENTRO,2019m1,1,2019,NO COBRA,187,1892,1884,375,0,0,0,4338,4151
El Palmar,Única,PN,CENTRO,2019m1,1,2019,COBRA,182,5469,1983,490,1201,2239,1176,12740,12558
Iberá,Cambyretá,PN,CENTRO,2019m1,1,2019,NO COBRA,129,509,32,222,11,0,70,973,844
Iberá,San Nicolás,PN,CENTRO,2019m1,1,2019,NO COBRA,12,26,44,25,0,0,27,134,122
Mburucuyá,Única,PN,CENTRO,2019m1,1,2019,NO COBRA,2,24,37,42,0,1,81,187,185
Pre Delta,Única,PN,CENTRO,2019m1,1,2019,NO COBRA,53,1366,2186,2547,147,23,1021,7343,7290
Quebrada del Condorito,Única,PN,CENTRO,2019m1,1,2019,NO COBRA,235,1717,1276,119,0,0,0,3347,3112
San Guillermo,Única,PN,CENTRO,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2019m1,1,2019,COBRA,146,3464,301,0,45,59,716,4731,4585
Talampaya,Única,PN,CENTRO,2019m1,1,2019,COBRA,516,2863,57,15,657,479,671,5258,4742
Chaco,Única,PN,NEA,2019m1,1,2019,NO COBRA,2,187,157,242,51,0,97,736,734
Colonia Benítez,Única,RNEd,NEA,2019m1,1,2019,NO COBRA,2,4,27,15,0,0,0,48,46
El Impenetrable,Única,PN,NEA,2019m1,1,2019,NO COBRA,0,9,4,1,0,0,0,14,14
Formosa,Única,RNat,NEA,2019m1,1,2019,NO COBRA,0,1,0,0,0,0,0,1,1
Iguazú,Única,PN,NEA,2019m1,1,2019,COBRA,123486,91194,9081,3564,0,9200,36858,273383,149897
Río Pilcomayo,Estero Poi,PN,NEA,2019m1,1,2019,NO COBRA,15,106,153,28,0,2,104,408,393
Río Pilcomayo,Laguna Blanca,PN,NEA,2019m1,1,2019,NO COBRA,49,121,598,2503,0,0,988,4259,4210
Aconquija,Única,PN,NOA,2019m1,1,2019,NO COBRA,0,4,12,0,0,0,0,16,16
Baritú,Única,PN,NOA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Calilegua,Única,PN,NOA,2019m1,1,2019,NO COBRA,151,844,348,475,0,0,374,2192,2041
Copo,Guayacán,PN,NOA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Laguna de los Pozuelos,Única,MN,NOA,2019m1,1,2019,NO COBRA,64,96,99,36,6,8,31,340,276
Los Cardones,Recta del Tín Tín,PN,NOA,2019m1,1,2019,NO COBRA,388,3493,369,71,0,3036,109,7466,7078
Los Cardones,Valle Encantado,PN,NOA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2019m1,1,2019,NO COBRA,4,10,2,10,0,0,9,35,31
Pizarro,Única,RNac,NOA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2019m1,1,2019,NO COBRA,258,1075,80,41,3,20,244,1721,1463
Lago Puelo,Única,PN,PATAGONIA,2019m1,1,2019,COBRA,448,17334,2962,29148,4102,2600,2157,58751,58303
Laguna Blanca,Única,PN,PATAGONIA,2019m1,1,2019,NO COBRA,39,297,133,55,0,0,129,653,614
Lanín,Hua Hum,PN,PATAGONIA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2019m1,1,2019,COBRA,629,9652,2123,3997,3776,2375,1783,24335,23706
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2019m1,1,2019,COBRA,633,4261,2149,879,1634,921,2214,12691,12058
Lanín,Quila Quina,PN,PATAGONIA,2019m1,1,2019,COBRA,1160,10022,4415,2114,4233,1259,3688,26891,25731
Lanín,Ruka Choroy,PN,PATAGONIA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2019m1,1,2019,NO COBRA,23,663,145,59,3,16,219,1128,1105
Los Alerces,Portada Centro,PN,PATAGONIA,2019m1,1,2019,COBRA,951,6914,1163,19026,1136,1670,2913,33773,32822
Los Alerces,Portada Norte,PN,PATAGONIA,2019m1,1,2019,COBRA,728,3170,1442,1032,851,447,527,8197,7469
Los Alerces,Portada Sur,PN,PATAGONIA,2019m1,1,2019,COBRA,58,1428,423,3275,270,691,1222,7367,7309
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,El Chaltén,PN,PATAGONIA,2019m1,1,2019,NO COBRA,16989,11323,0,0,0,0,0,28312,11323
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2019m1,1,2019,COBRA,14706,6706,223,2403,1327,0,1085,26450,11744
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2019m1,1,2019,COBRA,5469,115,0,104,0,0,181,5869,400
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2019m1,1,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2019m1,1,2019,COBRA,55914,22014,4198,7727,4974,7527,5910,108264,52350
Monte León,Única,PN,PATAGONIA,2019m1,1,2019,NO COBRA,213,330,61,103,0,0,194,901,688
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2019m1,1,2019,COBRA,4550,20988,1202,9319,4884,0,383,41326,36776
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2019m1,1,2019,COBRA,8738,26604,950,7774,7201,0,2256,53523,44785
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2019m1,1,2019,COBRA,1272,12878,1940,3441,6130,0,1150,26811,25539
Nahuel Huapi,Río Limay,PN,PATAGONIA,2019m1,1,2019,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2019m1,1,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2019m1,1,2019,NO COBRA,195,254,29,21,0,0,69,568,373
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2019m1,1,2019,COBRA,43282,9203,7705,0,2313,3264,7824,73591,30309
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2019m1,1,2019,COBRA,9680,12500,567,0,770,3361,1944,28822,19142
Ciervo de los Pantanos,Única,PN,CENTRO,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Leoncito,Única,PN,CENTRO,2019m2,2,2019,NO COBRA,161,1055,1313,244,0,0,0,2773,2612
El Palmar,Única,PN,CENTRO,2019m2,2,2019,COBRA,118,9090,3350,582,868,3004,2030,19042,18924
Iberá,Cambyretá,PN,CENTRO,2019m2,2,2019,NO COBRA,84,312,35,275,12,18,170,906,822
Iberá,San Nicolás,PN,CENTRO,2019m2,2,2019,NO COBRA,16,22,45,35,0,0,13,131,115
Mburucuyá,Única,PN,CENTRO,2019m2,2,2019,NO COBRA,1,133,144,141,0,1,169,589,588
Pre Delta,Única,PN,CENTRO,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Quebrada del Condorito,Única,PN,CENTRO,2019m2,2,2019,NO COBRA,274,1346,1043,148,0,0,0,2811,2537
San Guillermo,Única,PN,CENTRO,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2019m2,2,2019,COBRA,137,2105,36,55,64,275,799,3471,3334
Talampaya,Única,PN,CENTRO,2019m2,2,2019,COBRA,704,2284,83,0,176,381,321,3949,3245
Chaco,Única,PN,NEA,2019m2,2,2019,NO COBRA,11,79,190,102,2,0,97,481,470
Colonia Benítez,Única,RNEd,NEA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Impenetrable,Única,PN,NEA,2019m2,2,2019,NO COBRA,0,22,3,1,0,0,0,26,26
Formosa,Única,RNat,NEA,2019m2,2,2019,NO COBRA,0,0,0,7,0,0,0,7,7
Iguazú,Única,PN,NEA,2019m2,2,2019,COBRA,112199,74872,9940,3124,0,11210,20681,232026,119827
Río Pilcomayo,Estero Poi,PN,NEA,2019m2,2,2019,NO COBRA,10,54,52,54,20,0,70,260,250
Río Pilcomayo,Laguna Blanca,PN,NEA,2019m2,2,2019,NO COBRA,17,88,247,457,18,0,175,1002,985
Aconquija,Única,PN,NOA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Baritú,Única,PN,NOA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Calilegua,Única,PN,NOA,2019m2,2,2019,NO COBRA,184,817,321,440,0,0,371,2133,1949
Copo,Guayacán,PN,NOA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Laguna de los Pozuelos,Única,MN,NOA,2019m2,2,2019,NO COBRA,66,57,49,20,0,0,11,203,137
Los Cardones,Recta del Tín Tín,PN,NOA,2019m2,2,2019,NO COBRA,3175,5284,396,31,0,5000,78,13964,10789
Los Cardones,Valle Encantado,PN,NOA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Pizarro,Única,RNac,NOA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2019m2,2,2019,NO COBRA,192,241,29,10,0,36,50,558,366
Lago Puelo,Única,PN,PATAGONIA,2019m2,2,2019,COBRA,2327,10381,2323,33585,1461,2923,3508,56508,54181
Laguna Blanca,Única,PN,PATAGONIA,2019m2,2,2019,NO COBRA,20,104,63,53,0,0,43,283,263
Lanín,Hua Hum,PN,PATAGONIA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2019m2,2,2019,COBRA,377,5007,1352,631,1444,1363,363,10537,10160
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2019m2,2,2019,COBRA,563,2588,2115,321,1317,1119,1474,9497,8934
Lanín,Quila Quina,PN,PATAGONIA,2019m2,2,2019,COBRA,618,6490,2381,393,2783,661,1739,15065,14447
Lanín,Ruka Choroy,PN,PATAGONIA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2019m2,2,2019,NO COBRA,15,305,57,62,0,11,131,581,566
Los Alerces,Portada Centro,PN,PATAGONIA,2019m2,2,2019,COBRA,1277,3053,678,22842,444,782,3664,32740,31463
Los Alerces,Portada Norte,PN,PATAGONIA,2019m2,2,2019,COBRA,568,1508,850,463,254,421,253,4317,3749
Los Alerces,Portada Sur,PN,PATAGONIA,2019m2,2,2019,COBRA,148,1293,445,6612,152,352,1708,10710,10562
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,El Chaltén,PN,PATAGONIA,2019m2,2,2019,NO COBRA,17341,8478,0,0,0,0,0,25819,8478
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2019m2,2,2019,COBRA,7931,6829,113,4155,649,0,739,20416,12485
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2019m2,2,2019,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2019m2,2,2019,COBRA,3637,156,0,169,0,0,0,3962,325
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2019m2,2,2019,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2019m2,2,2019,COBRA,56587,14207,8520,7118,2460,4080,5801,98773,42186
Monte León,Única,PN,PATAGONIA,2019m2,2,2019,NO COBRA,0,363,0,407,0,0,126,896,896
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2019m2,2,2019,COBRA,3663,7762,432,5904,2112,243,258,20374,16711
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2019m2,2,2019,COBRA,7655,20544,552,6899,3121,0,2672,41443,33788
